id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date
121929,Male,Loyal Customer,45,Business travel,Business,1790,2,5,2.0,2,2,4,5,5,5,5.0,5.0,3,5,4,0,0.0,satisfied,2022-10-01
30704,Female,Loyal Customer,26,Business travel,Eco Plus,680,5,5,5.0,5,5,5,5,5,1,4.0,5.0,1,3,5,12,27.0,satisfied,2022-10-10
58896,Male,disloyal Customer,26,Business travel,Eco,888,2,2,2.0,3,5,2,5,5,4,3.0,3.0,2,4,5,51,30.0,neutral or dissatisfied,2022-10-18
26920,Female,Loyal Customer,24,Personal Travel,Eco,1660,2,1,2.0,3,3,2,5,3,1,4.0,2.0,2,2,3,0,2.0,neutral or dissatisfied,2022-10-28
13884,Male,Loyal Customer,49,Business travel,Eco,578,5,1,1.0,1,5,5,5,1,1,1.0,4.0,5,4,5,162,179.0,satisfied,2022-10-21
87681,Female,Loyal Customer,17,Business travel,Eco,606,5,1,4.0,1,5,5,4,5,5,1.0,2.0,5,3,5,15,15.0,satisfied,2022-10-01
81719,Female,Loyal Customer,39,Business travel,Business,1487,3,3,3.0,3,4,4,5,4,4,4.0,4.0,4,4,3,7,0.0,satisfied,2022-10-29
85554,Female,Loyal Customer,49,Business travel,Business,317,0,1,1.0,1,3,4,5,4,4,4.0,4.0,4,4,5,0,0.0,satisfied,2022-10-09
12645,Female,Loyal Customer,48,Personal Travel,Eco,844,3,4,4.0,3,4,4,4,4,4,4.0,4.0,3,4,3,0,1.0,neutral or dissatisfied,2022-10-28
101275,Male,Loyal Customer,52,Business travel,Business,3747,5,5,5.0,5,2,4,5,4,4,4.0,4.0,5,4,5,24,20.0,satisfied,2022-10-28
95982,Female,Loyal Customer,25,Business travel,Business,2748,4,4,4.0,4,3,3,3,3,3,2.0,4.0,5,4,3,0,0.0,satisfied,2022-10-02
74610,Female,Loyal Customer,16,Business travel,Business,1503,3,5,5.0,5,3,3,3,3,2,4.0,3.0,2,3,3,0,0.0,neutral or dissatisfied,2022-10-25
76449,Male,Loyal Customer,58,Business travel,Business,1717,1,1,1.0,1,2,4,5,4,4,4.0,4.0,5,4,4,0,0.0,satisfied,2022-10-20
14030,Male,disloyal Customer,8,Business travel,Business,1117,4,3,4.0,3,3,4,3,3,4,5.0,4.0,4,3,3,0,7.0,neutral or dissatisfied,2022-10-25
69692,Male,Loyal Customer,42,Business travel,Business,1372,3,3,5.0,3,4,4,4,5,4,5.0,4.0,4,3,4,141,125.0,satisfied,2022-10-07
47648,Female,Loyal Customer,52,Business travel,Business,2768,4,1,1.0,1,2,4,4,4,4,3.0,4.0,2,4,4,0,0.0,neutral or dissatisfied,2022-10-16
52168,Female,Loyal Customer,47,Business travel,Eco,370,5,3,3.0,3,2,1,1,5,5,5.0,5.0,3,5,4,0,0.0,satisfied,2022-10-28
60251,Female,Loyal Customer,69,Personal Travel,Eco,1546,1,5,1.0,2,4,3,4,1,1,1.0,1.0,4,1,3,1,26.0,neutral or dissatisfied,2022-10-15
35881,Female,Loyal Customer,47,Personal Travel,Eco,1023,2,3,3.0,3,5,3,3,4,4,3.0,1.0,3,4,4,0,0.0,neutral or dissatisfied,2022-10-07
28852,Female,Loyal Customer,41,Business travel,Business,3636,1,1,1.0,1,3,5,4,4,4,4.0,4.0,5,4,2,0,0.0,satisfied,2022-10-12
55341,Female,Loyal Customer,40,Personal Travel,Eco,1325,4,4,4.0,3,1,4,1,1,4,2.0,4.0,5,5,1,0,9.0,neutral or dissatisfied,2022-10-08
84553,Female,Loyal Customer,56,Personal Travel,Eco,2556,1,4,1.0,3,3,3,1,5,5,1.0,5.0,1,5,2,0,0.0,neutral or dissatisfied,2022-10-28
100249,Male,Loyal Customer,41,Business travel,Business,1052,2,2,2.0,2,4,4,4,4,4,4.0,4.0,3,4,4,6,0.0,satisfied,2022-10-08
2463,Female,Loyal Customer,40,Business travel,Eco,773,3,4,4.0,4,3,3,3,3,2,5.0,4.0,4,4,3,15,26.0,neutral or dissatisfied,2022-10-16
22924,Male,Loyal Customer,12,Personal Travel,Business,817,2,3,2.0,2,1,2,1,1,1,3.0,5.0,3,2,1,0,0.0,neutral or dissatisfied,2022-10-31
25542,Male,Loyal Customer,59,Personal Travel,Eco,516,4,5,3.0,4,1,3,1,1,5,3.0,4.0,5,4,1,3,0.0,satisfied,2022-11-01
115972,Female,Loyal Customer,21,Personal Travel,Eco,447,1,5,1.0,1,2,1,2,2,3,5.0,5.0,3,4,2,34,19.0,neutral or dissatisfied,2022-10-16
2980,Male,Loyal Customer,12,Personal Travel,Eco,462,2,4,2.0,3,2,2,2,2,3,4.0,2.0,2,1,2,0,0.0,neutral or dissatisfied,2022-10-07
125097,Male,Loyal Customer,31,Business travel,Eco,361,1,5,5.0,5,1,1,1,1,2,5.0,3.0,4,4,1,0,0.0,neutral or dissatisfied,2022-10-17
46701,Female,Loyal Customer,37,Personal Travel,Eco,125,3,2,3.0,3,2,3,2,2,3,3.0,3.0,4,3,2,6,4.0,neutral or dissatisfied,2022-10-07
108006,Female,Loyal Customer,38,Personal Travel,Eco,271,4,0,5.0,3,2,5,2,2,4,2.0,4.0,3,5,2,0,0.0,satisfied,2022-10-29
19578,Male,Loyal Customer,45,Personal Travel,Eco,173,2,5,0.0,1,2,0,5,2,5,5.0,4.0,4,4,2,0,0.0,neutral or dissatisfied,2022-10-02
59508,Male,Loyal Customer,43,Business travel,Business,1950,3,3,3.0,3,4,5,4,4,4,,4.0,3,4,5,0,0.0,satisfied,2022-10-09
56446,Female,Loyal Customer,52,Personal Travel,Eco,719,1,5,2.0,2,3,5,5,3,3,2.0,3.0,3,3,3,0,17.0,neutral or dissatisfied,2022-10-01
48800,Female,Loyal Customer,57,Business travel,Business,153,3,4,4.0,4,5,3,4,2,2,2.0,3.0,4,2,2,0,0.0,neutral or dissatisfied,2022-10-31
129592,Female,Loyal Customer,13,Personal Travel,Business,337,2,3,2.0,3,1,2,1,1,4,5.0,2.0,5,5,1,0,18.0,neutral or dissatisfied,2022-10-08
114039,Female,Loyal Customer,45,Business travel,Business,3732,5,5,5.0,5,5,5,5,5,5,5.0,5.0,3,5,4,17,0.0,satisfied,2022-10-10
66800,Female,Loyal Customer,43,Business travel,Business,3854,5,5,5.0,5,5,4,4,5,5,5.0,5.0,5,5,3,0,0.0,satisfied,2022-10-18
106799,Male,Loyal Customer,53,Business travel,Eco,977,2,4,2.0,4,2,2,2,2,3,2.0,3.0,2,3,2,20,17.0,neutral or dissatisfied,2022-10-30
47057,Male,Loyal Customer,23,Business travel,Business,3073,4,4,1.0,4,5,5,5,5,1,3.0,1.0,3,3,5,0,3.0,satisfied,2022-10-29
61824,Female,Loyal Customer,16,Personal Travel,Eco,1379,2,5,2.0,2,2,2,2,2,5,2.0,4.0,3,5,2,2,0.0,neutral or dissatisfied,2022-10-11
68207,Male,Loyal Customer,23,Business travel,Eco,631,2,2,2.0,2,2,1,1,2,3,5.0,4.0,3,4,2,0,8.0,neutral or dissatisfied,2022-10-10
125512,Male,Loyal Customer,45,Personal Travel,Eco,666,2,5,2.0,4,4,2,4,4,4,5.0,5.0,4,5,4,0,0.0,neutral or dissatisfied,2022-10-26
93019,Female,Loyal Customer,46,Business travel,Business,2820,2,2,2.0,2,2,1,2,5,5,5.0,5.0,2,5,3,1,0.0,satisfied,2022-10-02
87296,Female,Loyal Customer,49,Personal Travel,Eco,577,2,5,2.0,2,3,4,5,1,1,2.0,1.0,4,1,3,23,2.0,neutral or dissatisfied,2022-10-26
76748,Female,Loyal Customer,40,Business travel,Business,2808,4,3,3.0,3,3,3,4,3,3,3.0,4.0,4,3,3,7,2.0,neutral or dissatisfied,2022-10-05
85879,Female,Loyal Customer,19,Business travel,Business,2172,5,5,5.0,5,4,4,4,4,4,4.0,4.0,4,4,4,0,0.0,satisfied,2022-10-31
63961,Female,Loyal Customer,48,Personal Travel,Eco,1192,4,2,4.0,3,4,3,3,1,1,4.0,2.0,3,1,1,0,0.0,neutral or dissatisfied,2022-10-18
94760,Female,Loyal Customer,64,Business travel,Business,1773,2,4,3.0,4,5,3,3,2,2,3.0,2.0,4,2,4,0,0.0,neutral or dissatisfied,2022-10-15
49608,Female,Loyal Customer,38,Business travel,Eco,109,5,3,3.0,3,5,5,5,5,5,2.0,4.0,1,1,5,31,,satisfied,2022-10-21
80520,Male,Loyal Customer,23,Personal Travel,Eco,1749,2,1,1.0,4,3,1,3,3,1,1.0,4.0,2,3,3,97,89.0,neutral or dissatisfied,2022-10-19
23328,Female,Loyal Customer,38,Business travel,Business,3753,2,2,2.0,2,1,1,5,4,4,4.0,4.0,4,4,1,0,0.0,satisfied,2022-10-26
13560,Male,Loyal Customer,41,Personal Travel,Eco,214,1,4,1.0,2,2,1,1,2,4,3.0,5.0,4,5,2,16,34.0,neutral or dissatisfied,2022-10-08
119121,Male,Loyal Customer,29,Personal Travel,Eco,1020,1,4,1.0,4,1,1,1,1,3,3.0,3.0,4,3,1,0,0.0,neutral or dissatisfied,2022-10-01
42917,Male,Loyal Customer,47,Business travel,Eco Plus,368,5,1,2.0,1,4,5,4,4,5,5.0,2.0,4,3,4,0,0.0,satisfied,2022-10-03
52954,Male,Loyal Customer,50,Personal Travel,Eco Plus,1448,2,3,2.0,5,4,2,4,4,4,3.0,4.0,3,1,4,20,4.0,neutral or dissatisfied,2022-10-30
83112,Female,Loyal Customer,18,Personal Travel,Eco,1127,2,5,2.0,3,3,2,3,3,4,4.0,4.0,3,5,3,0,0.0,neutral or dissatisfied,2022-10-29
88574,Female,Loyal Customer,20,Personal Travel,Eco,545,2,0,2.0,3,5,2,1,5,3,4.0,3.0,3,1,5,4,0.0,neutral or dissatisfied,2022-10-15
111570,Female,Loyal Customer,41,Business travel,Business,3238,2,2,2.0,2,5,4,5,4,4,4.0,4.0,3,4,4,0,0.0,satisfied,2022-10-07
28662,Female,Loyal Customer,12,Personal Travel,Eco,2466,2,4,2.0,3,1,2,1,1,4,4.0,5.0,4,4,1,0,0.0,neutral or dissatisfied,2022-10-30
27177,Female,Loyal Customer,36,Personal Travel,Eco,2715,2,3,2.0,3,2,3,2,4,5,3.0,3.0,2,3,2,0,0.0,neutral or dissatisfied,2022-10-17
129585,Male,Loyal Customer,49,Business travel,Business,337,3,4,3.0,3,4,5,5,4,4,4.0,4.0,5,4,3,10,0.0,satisfied,2022-10-14
35759,Female,Loyal Customer,55,Personal Travel,Eco,1608,2,2,2.0,4,2,3,4,5,5,2.0,5.0,3,5,2,0,0.0,neutral or dissatisfied,2022-10-24
49475,Female,Loyal Customer,43,Business travel,Business,3004,3,3,3.0,3,2,4,3,2,2,2.0,3.0,1,2,2,0,0.0,neutral or dissatisfied,2022-10-19
78904,Female,disloyal Customer,49,Business travel,Business,980,2,2,2.0,2,3,2,3,3,3,,5.0,4,4,3,11,6.0,neutral or dissatisfied,2022-10-15
29619,Female,disloyal Customer,35,Business travel,Eco,1462,1,1,1.0,1,3,1,3,3,1,5.0,1.0,3,2,3,0,0.0,neutral or dissatisfied,2022-10-02
77512,Male,Loyal Customer,45,Business travel,Business,1521,1,1,3.0,1,3,5,4,5,5,5.0,5.0,4,5,4,0,0.0,satisfied,2022-10-04
31631,Female,Loyal Customer,28,Business travel,Business,862,5,5,5.0,5,5,5,5,5,2,,1.0,1,2,5,9,5.0,satisfied,2022-10-27
38913,Male,Loyal Customer,60,Business travel,Business,1833,4,4,4.0,4,1,4,5,4,4,,4.0,1,4,2,0,0.0,satisfied,2022-10-18
35366,Male,Loyal Customer,35,Business travel,Business,2398,2,4,2.0,4,1,3,2,2,2,2.0,2.0,4,2,3,0,9.0,neutral or dissatisfied,2022-10-24
111817,Female,disloyal Customer,38,Business travel,Business,349,3,3,3.0,5,4,3,4,4,5,4.0,4.0,5,5,4,29,28.0,neutral or dissatisfied,2022-10-23
12259,Male,Loyal Customer,48,Business travel,Business,1722,4,5,4.0,4,4,2,3,4,4,4.0,4.0,2,4,1,0,0.0,satisfied,2022-10-28
19790,Female,Loyal Customer,65,Personal Travel,Eco,578,2,4,3.0,4,2,4,4,3,3,3.0,3.0,4,3,3,99,101.0,neutral or dissatisfied,2022-10-10
33260,Male,Loyal Customer,30,Personal Travel,Eco Plus,163,3,5,3.0,2,1,3,1,1,4,2.0,4.0,5,5,1,9,11.0,neutral or dissatisfied,2022-10-02
107079,Female,Loyal Customer,51,Personal Travel,Eco,395,2,4,5.0,1,2,4,5,3,3,5.0,3.0,1,3,1,0,0.0,neutral or dissatisfied,2022-10-24
15174,Male,disloyal Customer,23,Business travel,Eco,416,5,0,5.0,2,4,5,4,4,3,5.0,5.0,3,2,4,18,4.0,satisfied,2022-10-25
23620,Female,Loyal Customer,37,Business travel,Eco,977,3,4,4.0,4,3,3,3,3,2,2.0,3.0,3,3,3,0,0.0,neutral or dissatisfied,2022-10-14
18128,Male,Loyal Customer,23,Business travel,Business,3095,5,5,5.0,5,5,5,3,5,2,5.0,4.0,3,3,5,9,0.0,satisfied,2022-10-30
105291,Male,Loyal Customer,32,Business travel,Business,738,4,4,4.0,4,4,4,4,4,4,2.0,4.0,3,3,4,0,3.0,neutral or dissatisfied,2022-10-31
56451,Male,Loyal Customer,67,Personal Travel,Eco,719,3,3,3.0,4,1,3,1,1,2,2.0,3.0,1,5,1,24,14.0,neutral or dissatisfied,2022-10-22
102068,Male,Loyal Customer,65,Personal Travel,Business,226,1,4,1.0,1,5,5,4,4,4,1.0,4.0,5,4,3,37,20.0,neutral or dissatisfied,2022-10-02
57995,Female,Loyal Customer,48,Business travel,Business,1943,1,1,1.0,1,3,5,5,5,5,5.0,5.0,4,5,5,0,0.0,satisfied,2022-11-01
146,Male,Loyal Customer,60,Business travel,Business,2371,4,4,4.0,4,2,4,5,4,4,4.0,4.0,3,4,3,66,61.0,satisfied,2022-10-18
18770,Female,Loyal Customer,31,Business travel,Business,551,3,1,1.0,1,3,3,3,3,3,4.0,3.0,4,4,3,53,48.0,neutral or dissatisfied,2022-10-11
42774,Male,Loyal Customer,22,Business travel,Eco Plus,493,4,1,5.0,5,4,4,4,4,2,4.0,2.0,3,4,4,19,6.0,satisfied,2022-10-21
13776,Male,disloyal Customer,27,Business travel,Eco,925,2,2,2.0,5,5,2,5,5,2,5.0,5.0,1,4,5,4,3.0,neutral or dissatisfied,2022-10-17
103702,Female,Loyal Customer,19,Personal Travel,Eco,405,2,2,2.0,4,1,2,1,1,3,2.0,4.0,4,3,1,0,0.0,neutral or dissatisfied,2022-10-22
69826,Female,disloyal Customer,26,Business travel,Eco,1055,3,3,3.0,4,4,3,4,4,3,5.0,4.0,2,4,4,0,0.0,neutral or dissatisfied,2022-10-02
57906,Male,Loyal Customer,72,Business travel,Eco,305,4,3,3.0,3,4,4,4,4,2,3.0,3.0,1,3,4,0,0.0,neutral or dissatisfied,2022-10-13
31358,Female,Loyal Customer,34,Business travel,Business,589,5,5,5.0,5,1,1,5,5,5,5.0,5.0,5,5,5,0,11.0,satisfied,2022-10-20
92805,Female,Loyal Customer,45,Business travel,Business,1587,2,2,2.0,2,4,4,4,4,4,4.0,4.0,4,4,3,0,0.0,satisfied,2022-10-10
104375,Male,Loyal Customer,51,Business travel,Business,3090,2,4,4.0,4,3,3,4,2,2,2.0,2.0,4,2,1,0,0.0,neutral or dissatisfied,2022-10-21
109896,Female,disloyal Customer,26,Business travel,Eco,804,2,2,2.0,3,4,2,3,4,1,4.0,4.0,1,4,4,7,0.0,neutral or dissatisfied,2022-10-07
102955,Female,Loyal Customer,12,Personal Travel,Eco,719,3,4,3.0,3,1,3,1,1,5,2.0,4.0,4,4,1,0,0.0,neutral or dissatisfied,2022-10-22
44736,Female,Loyal Customer,72,Business travel,Eco Plus,67,2,5,3.0,5,2,3,4,3,3,2.0,3.0,4,3,3,28,18.0,neutral or dissatisfied,2022-10-24
28135,Male,Loyal Customer,45,Business travel,Eco,550,4,2,4.0,4,4,4,4,4,4,4.0,3.0,5,5,4,0,0.0,satisfied,2022-10-04
55871,Female,Loyal Customer,22,Business travel,Business,2809,2,2,2.0,2,5,5,5,5,3,4.0,4.0,5,4,5,36,28.0,satisfied,2022-10-15
8818,Female,Loyal Customer,53,Personal Travel,Eco,552,4,4,4.0,1,4,5,4,5,5,4.0,5.0,4,5,5,0,0.0,neutral or dissatisfied,2022-10-24
86148,Female,disloyal Customer,33,Business travel,Business,356,3,3,3.0,4,4,3,4,4,4,5.0,5.0,5,5,4,12,0.0,neutral or dissatisfied,2022-10-31
120162,Female,Loyal Customer,46,Personal Travel,Business,119,4,0,4.0,1,5,5,4,4,4,4.0,4.0,3,4,3,13,32.0,neutral or dissatisfied,2022-10-13
117547,Male,Loyal Customer,54,Business travel,Business,1545,2,2,2.0,2,5,5,5,5,5,5.0,5.0,4,5,4,1,0.0,satisfied,2022-10-02
112385,Female,Loyal Customer,40,Business travel,Eco,819,4,2,3.0,3,4,4,4,4,1,2.0,3.0,1,3,4,23,6.0,neutral or dissatisfied,2022-10-28
19908,Female,Loyal Customer,37,Business travel,Business,1801,2,4,3.0,3,4,4,3,2,2,2.0,2.0,1,2,4,0,0.0,neutral or dissatisfied,2022-10-13
45098,Female,Loyal Customer,35,Business travel,Business,1658,2,2,5.0,2,1,2,1,5,5,5.0,3.0,3,5,3,6,6.0,satisfied,2022-10-23
43810,Female,disloyal Customer,26,Business travel,Business,114,4,0,5.0,3,4,5,4,4,4,2.0,5.0,4,4,4,0,13.0,satisfied,2022-10-30
22981,Female,Loyal Customer,62,Business travel,Eco,128,4,3,3.0,3,2,5,1,5,5,4.0,5.0,3,5,1,0,16.0,satisfied,2022-10-22
68134,Male,Loyal Customer,58,Business travel,Business,813,1,1,1.0,1,5,5,5,3,3,3.0,3.0,5,3,3,0,0.0,satisfied,2022-10-17
23518,Female,Loyal Customer,55,Personal Travel,Eco,349,2,3,2.0,3,2,3,5,2,2,2.0,2.0,5,2,3,0,0.0,neutral or dissatisfied,2022-10-20
109188,Female,Loyal Customer,60,Business travel,Business,1508,3,1,1.0,1,2,2,2,3,3,3.0,3.0,2,3,2,15,15.0,neutral or dissatisfied,2022-10-25
1150,Female,Loyal Customer,15,Personal Travel,Eco,89,3,5,3.0,4,5,3,1,5,5,5.0,4.0,3,5,5,0,0.0,neutral or dissatisfied,2022-10-29
44586,Male,Loyal Customer,67,Personal Travel,Eco,157,4,1,4.0,3,5,4,5,5,4,5.0,3.0,4,3,5,45,33.0,neutral or dissatisfied,2022-10-29
84299,Male,Loyal Customer,43,Business travel,Business,2828,0,1,1.0,2,5,5,4,3,3,3.0,3.0,5,3,5,39,41.0,satisfied,2022-10-22
103793,Male,Loyal Customer,30,Business travel,Business,3131,1,1,1.0,1,5,4,5,5,5,5.0,4.0,5,5,5,7,0.0,satisfied,2022-10-21
35032,Female,Loyal Customer,42,Business travel,Eco,718,5,1,4.0,1,3,3,3,5,5,5.0,5.0,3,5,1,0,0.0,satisfied,2022-10-27
103291,Male,Loyal Customer,40,Business travel,Business,1959,3,3,3.0,3,4,4,4,4,3,5.0,5.0,4,5,4,209,191.0,satisfied,2022-10-11
93909,Male,Loyal Customer,47,Business travel,Business,3496,2,2,2.0,2,2,4,5,5,5,5.0,5.0,4,5,4,0,2.0,satisfied,2022-10-19
127925,Male,Loyal Customer,38,Business travel,Business,2300,4,2,2.0,2,4,4,3,4,4,4.0,4.0,3,4,2,60,37.0,neutral or dissatisfied,2022-10-13
128097,Female,Loyal Customer,25,Personal Travel,Eco,2845,3,0,3.0,5,3,3,3,1,1,3.0,2.0,3,3,3,0,1.0,neutral or dissatisfied,2022-10-10
26149,Male,disloyal Customer,26,Business travel,Eco,406,3,5,3.0,4,3,3,3,5,5,4.0,1.0,3,4,3,149,138.0,neutral or dissatisfied,2022-10-28
95886,Male,Loyal Customer,66,Personal Travel,Eco,580,2,4,2.0,3,4,2,4,4,5,3.0,5.0,3,4,4,26,13.0,neutral or dissatisfied,2022-10-04
125425,Female,Loyal Customer,69,Business travel,Eco,735,1,4,4.0,4,3,3,4,1,1,1.0,1.0,4,1,2,12,4.0,neutral or dissatisfied,2022-10-22
120078,Female,Loyal Customer,22,Business travel,Business,1722,2,5,5.0,5,2,2,2,2,2,4.0,3.0,3,3,2,0,53.0,neutral or dissatisfied,2022-10-06
60625,Male,Loyal Customer,8,Personal Travel,Eco Plus,1201,2,5,2.0,3,3,2,3,3,4,2.0,1.0,5,5,3,24,14.0,neutral or dissatisfied,2022-10-26
115031,Female,disloyal Customer,37,Business travel,Business,372,5,5,5.0,4,4,5,4,4,4,4.0,5.0,3,4,4,11,0.0,satisfied,2022-10-14
37077,Female,Loyal Customer,69,Personal Travel,Eco,1072,1,5,1.0,5,4,4,4,1,1,1.0,1.0,4,1,4,18,7.0,neutral or dissatisfied,2022-10-19
69252,Male,Loyal Customer,28,Business travel,Eco,733,4,2,2.0,2,4,4,4,4,3,4.0,3.0,3,4,4,15,22.0,neutral or dissatisfied,2022-10-14
12194,Male,Loyal Customer,51,Business travel,Eco Plus,1075,2,4,1.0,4,2,2,2,2,1,2.0,4.0,4,3,2,5,0.0,neutral or dissatisfied,2022-10-15
80188,Female,Loyal Customer,46,Personal Travel,Eco,2586,3,1,3.0,3,3,4,4,2,4,,3.0,4,1,4,59,57.0,neutral or dissatisfied,2022-10-13
10430,Male,disloyal Customer,39,Business travel,Business,140,4,4,4.0,3,4,4,2,4,3,4.0,4.0,4,4,4,0,7.0,satisfied,2022-10-20
21262,Female,disloyal Customer,21,Business travel,Eco Plus,903,4,3,4.0,4,1,4,1,1,4,5.0,3.0,1,4,1,35,28.0,neutral or dissatisfied,2022-10-15
55236,Male,Loyal Customer,46,Business travel,Business,2423,4,4,4.0,4,2,4,4,4,4,4.0,4.0,5,4,5,1,0.0,satisfied,2022-10-08
126917,Female,Loyal Customer,36,Business travel,Business,3130,2,2,2.0,2,5,5,5,5,5,5.0,5.0,5,5,3,62,65.0,satisfied,2022-10-22
112190,Male,Loyal Customer,60,Business travel,Business,2198,3,3,3.0,3,3,4,4,4,4,4.0,4.0,3,4,3,23,4.0,satisfied,2022-11-01
16342,Male,Loyal Customer,23,Business travel,Eco Plus,602,2,5,5.0,5,2,2,1,2,3,4.0,4.0,4,4,2,21,44.0,neutral or dissatisfied,2022-10-02
2201,Male,Loyal Customer,52,Personal Travel,Eco,685,4,4,4.0,5,4,4,4,4,3,4.0,5.0,5,4,4,0,0.0,satisfied,2022-10-23
53687,Male,Loyal Customer,36,Business travel,Eco,1208,4,5,5.0,5,4,4,4,4,2,1.0,2.0,2,3,4,3,0.0,satisfied,2022-10-25
47168,Male,Loyal Customer,41,Business travel,Business,2789,3,3,2.0,3,4,3,3,4,4,3.0,4.0,3,4,5,10,0.0,satisfied,2022-10-30
8782,Male,Loyal Customer,45,Business travel,Business,3305,2,2,2.0,2,3,5,5,4,4,4.0,4.0,4,4,3,8,0.0,satisfied,2022-10-22
75468,Male,Loyal Customer,67,Personal Travel,Eco,2342,3,4,3.0,3,5,3,2,5,4,2.0,3.0,1,4,5,0,0.0,neutral or dissatisfied,2022-10-18
663,Female,Loyal Customer,45,Business travel,Business,3712,4,4,4.0,4,3,5,5,4,4,4.0,4.0,5,4,5,0,0.0,satisfied,2022-10-17
74740,Female,Loyal Customer,56,Personal Travel,Eco,1431,3,5,3.0,3,4,5,5,1,1,3.0,1.0,2,1,5,91,76.0,neutral or dissatisfied,2022-10-31
117904,Female,disloyal Customer,62,Business travel,Eco,255,3,3,2.0,2,2,2,2,2,1,5.0,3.0,1,3,2,113,107.0,neutral or dissatisfied,2022-10-20
59599,Female,Loyal Customer,30,Business travel,Business,3720,2,1,1.0,1,2,3,2,2,2,4.0,3.0,3,4,2,27,12.0,neutral or dissatisfied,2022-10-26
29479,Male,Loyal Customer,48,Business travel,Eco,1107,4,5,5.0,5,4,4,4,4,3,5.0,4.0,1,2,4,0,0.0,satisfied,2022-10-19
105096,Female,Loyal Customer,32,Business travel,Business,2999,2,2,2.0,2,4,4,4,4,3,4.0,5.0,3,4,4,28,11.0,satisfied,2022-10-02
94421,Female,Loyal Customer,30,Business travel,Business,2438,0,1,1.0,1,2,2,2,2,5,3.0,5.0,3,4,2,38,28.0,satisfied,2022-10-16
49058,Female,disloyal Customer,40,Business travel,Business,156,1,1,1.0,5,4,1,2,4,2,4.0,5.0,5,2,4,0,0.0,neutral or dissatisfied,2022-10-26
47795,Male,Loyal Customer,42,Business travel,Business,3665,5,5,5.0,5,5,5,4,4,4,4.0,4.0,4,4,3,83,92.0,satisfied,2022-10-10
125451,Female,Loyal Customer,52,Business travel,Business,2917,5,5,5.0,5,5,5,5,3,4,4.0,4.0,5,3,5,15,32.0,satisfied,2022-10-24
96114,Male,Loyal Customer,50,Business travel,Business,1235,5,5,5.0,5,3,4,4,5,5,5.0,5.0,4,5,3,0,0.0,satisfied,2022-10-06
23241,Female,Loyal Customer,18,Personal Travel,Eco Plus,549,2,5,2.0,3,2,2,2,2,5,5.0,4.0,5,4,2,0,0.0,neutral or dissatisfied,2022-10-16
106258,Male,Loyal Customer,30,Business travel,Business,1500,3,3,3.0,3,5,4,5,5,4,3.0,4.0,3,5,5,0,0.0,satisfied,2022-10-01
64874,Female,disloyal Customer,26,Business travel,Eco,190,3,2,3.0,3,1,3,1,1,4,5.0,4.0,3,3,1,0,0.0,neutral or dissatisfied,2022-10-27
100136,Male,disloyal Customer,37,Business travel,Business,468,4,4,4.0,4,4,4,4,4,4,4.0,4.0,4,5,4,0,0.0,satisfied,2022-10-15
51774,Male,Loyal Customer,64,Personal Travel,Eco,261,1,4,0.0,3,1,0,1,1,3,1.0,3.0,3,4,1,0,0.0,neutral or dissatisfied,2022-10-19
124301,Male,disloyal Customer,21,Business travel,Business,255,5,0,5.0,1,2,5,2,2,5,4.0,5.0,3,4,2,0,0.0,satisfied,2022-10-02
36127,Female,Loyal Customer,52,Business travel,Business,1609,3,2,4.0,4,3,4,4,3,3,3.0,3.0,1,3,3,0,8.0,neutral or dissatisfied,2022-10-02
121855,Female,Loyal Customer,52,Business travel,Business,413,5,5,5.0,5,5,5,4,5,5,5.0,5.0,4,5,3,4,2.0,satisfied,2022-10-13
52648,Female,Loyal Customer,29,Personal Travel,Eco,119,2,2,2.0,2,5,2,2,5,4,5.0,3.0,2,3,5,0,0.0,neutral or dissatisfied,2022-10-20
38803,Female,Loyal Customer,13,Personal Travel,Eco,387,2,1,2.0,3,1,2,1,1,4,1.0,3.0,1,4,1,16,12.0,neutral or dissatisfied,2022-10-28
39916,Male,Loyal Customer,28,Business travel,Business,1087,1,1,3.0,1,5,5,5,5,3,2.0,4.0,5,5,5,0,0.0,satisfied,2022-10-10
95301,Male,Loyal Customer,13,Personal Travel,Eco,323,2,4,2.0,3,2,2,2,2,1,5.0,4.0,4,4,2,15,7.0,neutral or dissatisfied,2022-10-22
16505,Male,Loyal Customer,16,Personal Travel,Eco,282,2,5,2.0,3,5,2,5,5,3,3.0,5.0,5,4,5,8,16.0,neutral or dissatisfied,2022-10-27
63771,Male,Loyal Customer,58,Business travel,Business,1721,3,3,3.0,3,3,4,5,4,4,4.0,4.0,4,4,5,18,0.0,satisfied,2022-10-30
51960,Male,disloyal Customer,24,Business travel,Eco,347,3,0,3.0,1,5,3,5,5,3,5.0,4.0,5,3,5,0,0.0,neutral or dissatisfied,2022-10-27
111305,Male,Loyal Customer,25,Business travel,Business,3465,2,4,4.0,4,2,2,2,2,4,5.0,3.0,4,3,2,0,0.0,neutral or dissatisfied,2022-10-19
